CATCHMENT,NETWORK,YEAR,MMWR-YEAR,MMWR-WEEK,AGE CATEGORY,SEX,RACE,CUMULATIVE RATE,WEEKLY RATE
Entire Network,COVID-NET,2020-22,2022,4,50-64 yr,Overall,Overall,1389.3,25.6
Entire Network,COVID-NET,2020-22,2022,5,50-64 yr,Overall,Overall,1406.7,17.4
Entire Network,COVID-NET,2020-22,2022,6,50-64 yr,Overall,Overall,1419.5,12.8
Entire Network,COVID-NET,2020-22,2022,7,50-64 yr,Overall,Overall,1428.3,8.8
Entire Network,COVID-NET,2020-22,2022,8,50-64 yr,Overall,Overall,1434.5,6.2
Entire Network,COVID-NET,2020-22,2022,9,50-64 yr,Overall,Overall,1439,4.5
Entire Network,COVID-NET,2020-22,2022,10,50-64 yr,Overall,Overall,1442.1,3.1
Entire Network,COVID-NET,2020-22,2022,11,50-64 yr,Overall,Overall,1444.9,2.8
Entire Network,COVID-NET,2020-22,2022,12,50-64 yr,Overall,Overall,1447.9,2.9
Entire Network,COVID-NET,2020-22,2022,13,50-64 yr,Overall,Overall,1450.3,2.4
Entire Network,COVID-NET,2020-22,2022,14,50-64 yr,Overall,Overall,1452.4,2.1
Entire Network,COVID-NET,2020-22,2022,15,50-64 yr,Overall,Overall,1455.7,3.3
Entire Network,COVID-NET,2020-22,2022,16,50-64 yr,Overall,Overall,1459,3.3
Entire Network,COVID-NET,2020-22,2022,17,50-64 yr,Overall,Overall,1463.4,4.5
Entire Network,COVID-NET,2020-22,2022,18,50-64 yr,Overall,Overall,1468.7,5.3
Entire Network,COVID-NET,2020-22,2022,19,50-64 yr,Overall,Overall,1475,6.3
Entire Network,COVID-NET,2020-22,2022,20,50-64 yr,Overall,Overall,1482.3,7.3
Entire Network,COVID-NET,2020-22,2022,21,50-64 yr,Overall,Overall,1489.8,7.5
Entire Network,COVID-NET,2020-22,2022,22,50-64 yr,Overall,Overall,1496.7,6.9
Entire Network,COVID-NET,2020-22,2022,23,50-64 yr,Overall,Overall,1503.8,7.1
Entire Network,COVID-NET,2020-22,2022,24,50-64 yr,Overall,Overall,1511.5,7.8
Entire Network,COVID-NET,2020-22,2022,25,50-64 yr,Overall,Overall,1519.4,7.9
Entire Network,COVID-NET,2020-22,2022,26,50-64 yr,Overall,Overall,1526.9,7.6
Entire Network,COVID-NET,2020-22,2022,27,50-64 yr,Overall,Overall,1535.5,8.6
Entire Network,COVID-NET,2020-22,2022,28,50-64 yr,Overall,Overall,1544.8,9.3
Entire Network,COVID-NET,2020-22,2022,29,50-64 yr,Overall,Overall,1553.9,9.1
Entire Network,COVID-NET,2020-22,2022,30,50-64 yr,Overall,Overall,1563.3,9.5
Entire Network,COVID-NET,2020-22,2022,31,50-64 yr,Overall,Overall,1572.3,9.1
Entire Network,COVID-NET,2020-22,2022,32,50-64 yr,Overall,Overall,1581.6,9.3
Entire Network,COVID-NET,2020-22,2022,33,50-64 yr,Overall,Overall,1590.2,8.6
Entire Network,COVID-NET,2020-22,2022,34,50-64 yr,Overall,Overall,1598.9,8.7
Entire Network,COVID-NET,2020-22,2022,35,50-64 yr,Overall,Overall,1605.9,7.1
Entire Network,COVID-NET,2020-22,2022,36,50-64 yr,Overall,Overall,1612.5,6.6
Entire Network,COVID-NET,2020-22,2022,37,50-64 yr,Overall,Overall,1619,6.6
Entire Network,COVID-NET,2020-22,2022,38,50-64 yr,Overall,Overall,1624.8,5.8
Entire Network,COVID-NET,2020-22,2022,39,50-64 yr,Overall,Overall,1630.2,5.4
Entire Network,COVID-NET,2020-22,2022,40,50-64 yr,Overall,Overall,1635.6,5.4
Entire Network,COVID-NET,2020-22,2022,41,50-64 yr,Overall,Overall,1641.1,5.5
Entire Network,COVID-NET,2020-22,2022,42,50-64 yr,Overall,Overall,1647.1,5.9
Entire Network,COVID-NET,2020-22,2022,43,50-64 yr,Overall,Overall,1652.4,5.4
Entire Network,COVID-NET,2020-22,2022,44,50-64 yr,Overall,Overall,1658.3,5.9
Entire Network,COVID-NET,2020-22,2022,45,50-64 yr,Overall,Overall,1665,6.7
Entire Network,COVID-NET,2020-22,2022,46,50-64 yr,Overall,Overall,1671,6.1
Entire Network,COVID-NET,2020-22,2022,47,50-64 yr,Overall,Overall,1678.3,7.3
Entire Network,COVID-NET,2020-22,2022,48,50-64 yr,Overall,Overall,1686.4,8.2
Entire Network,COVID-NET,2020-22,2022,49,50-64 yr,Overall,Overall,1694.7,8.3
Entire Network,COVID-NET,2020-22,2022,50,50-64 yr,Overall,Overall,1702.5,7.8
Entire Network,COVID-NET,2020-22,2022,51,50-64 yr,Overall,Overall,1710.8,8.3
Entire Network,COVID-NET,2020-22,2022,52,50-64 yr,Overall,Overall,1718.3,7.6
Entire Network,COVID-NET,2020-22,2023,1,50-64 yr,Overall,Overall,1723.9,5.6
Entire Network,COVID-NET,2020-22,2023,2,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,3,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,4,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,5,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,6,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,7,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,8,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,9,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,10,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,11,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,12,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,13,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,14,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,15,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,16,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,17,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,18,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,19,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,20,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,21,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,22,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,23,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,24,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,25,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,26,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,27,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,28,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,29,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,30,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,31,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,32,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,33,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,34,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,35,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,36,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,37,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,38,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,39,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,40,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,41,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,42,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,43,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,44,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,45,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,46,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,47,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,48,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,49,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,50,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,51,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,52,50-64 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2022,1,65+ yr,Overall,Overall,2425.2,95.6
Entire Network,COVID-NET,2020-22,2022,2,65+ yr,Overall,Overall,2522.1,96.9
Entire Network,COVID-NET,2020-22,2022,3,65+ yr,Overall,Overall,2603.3,81.2
Entire Network,COVID-NET,2020-22,2022,4,65+ yr,Overall,Overall,2667.7,64.4
Entire Network,COVID-NET,2020-22,2022,5,65+ yr,Overall,Overall,2713.2,45.5
Entire Network,COVID-NET,2020-22,2022,6,65+ yr,Overall,Overall,2747.3,34.1
Entire Network,COVID-NET,2020-22,2022,7,65+ yr,Overall,Overall,2770.1,22.8
Entire Network,COVID-NET,2020-22,2022,8,65+ yr,Overall,Overall,2788.2,18.1
Entire Network,COVID-NET,2020-22,2022,9,65+ yr,Overall,Overall,2801.8,13.6
Entire Network,COVID-NET,2020-22,2022,10,65+ yr,Overall,Overall,2811.9,10.1
Entire Network,COVID-NET,2020-22,2022,11,65+ yr,Overall,Overall,2820.4,8.5
Entire Network,COVID-NET,2020-22,2022,12,65+ yr,Overall,Overall,2827.6,7.2
Entire Network,COVID-NET,2020-22,2022,13,65+ yr,Overall,Overall,2834,6.4
Entire Network,COVID-NET,2020-22,2022,14,65+ yr,Overall,Overall,2842.6,8.6
Entire Network,COVID-NET,2020-22,2022,15,65+ yr,Overall,Overall,2853.6,11
Entire Network,COVID-NET,2020-22,2022,16,65+ yr,Overall,Overall,2867.5,13.9
Entire Network,COVID-NET,2020-22,2022,17,65+ yr,Overall,Overall,2884.1,16.6
Entire Network,COVID-NET,2020-22,2022,18,65+ yr,Overall,Overall,2906.1,22
Entire Network,COVID-NET,2020-22,2022,19,65+ yr,Overall,Overall,2931.6,25.6
Entire Network,COVID-NET,2020-22,2022,20,65+ yr,Overall,Overall,2958.1,26.5
Entire Network,COVID-NET,2020-22,2022,21,65+ yr,Overall,Overall,2984.3,26.2
Entire Network,COVID-NET,2020-22,2022,22,65+ yr,Overall,Overall,3011.1,26.9
Entire Network,COVID-NET,2020-22,2022,23,65+ yr,Overall,Overall,3037.1,26.1
Entire Network,COVID-NET,2020-22,2022,24,65+ yr,Overall,Overall,3062.9,25.9
Entire Network,COVID-NET,2020-22,2022,25,65+ yr,Overall,Overall,3092.4,29.6
Entire Network,COVID-NET,2020-22,2022,26,65+ yr,Overall,Overall,3121,28.7
Entire Network,COVID-NET,2020-22,2022,27,65+ yr,Overall,Overall,3152.1,31.3
Entire Network,COVID-NET,2020-22,2022,28,65+ yr,Overall,Overall,3183.7,31.8
Entire Network,COVID-NET,2020-22,2022,29,65+ yr,Overall,Overall,3216.8,33.2
Entire Network,COVID-NET,2020-22,2022,30,65+ yr,Overall,Overall,3249.9,33.3
Entire Network,COVID-NET,2020-22,2022,31,65+ yr,Overall,Overall,3283.5,33.8
Entire Network,COVID-NET,2020-22,2022,32,65+ yr,Overall,Overall,3315.4,32
Entire Network,COVID-NET,2020-22,2022,33,65+ yr,Overall,Overall,3344.9,29.7
Entire Network,COVID-NET,2020-22,2022,34,65+ yr,Overall,Overall,3374.3,29.5
Entire Network,COVID-NET,2020-22,2022,35,65+ yr,Overall,Overall,3401,26.9
Entire Network,COVID-NET,2020-22,2022,36,65+ yr,Overall,Overall,3426.6,25.7
Entire Network,COVID-NET,2020-22,2022,37,65+ yr,Overall,Overall,3450.3,23.7
Entire Network,COVID-NET,2020-22,2022,38,65+ yr,Overall,Overall,3474,23.8
Entire Network,COVID-NET,2020-22,2022,39,65+ yr,Overall,Overall,3495.4,21.5
Entire Network,COVID-NET,2020-22,2022,40,65+ yr,Overall,Overall,3519.5,24.2
Entire Network,COVID-NET,2020-22,2022,41,65+ yr,Overall,Overall,3544.2,24.8
Entire Network,COVID-NET,2020-22,2022,42,65+ yr,Overall,Overall,3569.3,25.2
Entire Network,COVID-NET,2020-22,2022,43,65+ yr,Overall,Overall,3594.5,25.3
Entire Network,COVID-NET,2020-22,2022,44,65+ yr,Overall,Overall,3620.8,26.5
Entire Network,COVID-NET,2020-22,2022,45,65+ yr,Overall,Overall,3647.9,27.2
Entire Network,COVID-NET,2020-22,2022,46,65+ yr,Overall,Overall,3675.6,27.9
Entire Network,COVID-NET,2020-22,2022,47,65+ yr,Overall,Overall,3705.6,30.1
Entire Network,COVID-NET,2020-22,2022,48,65+ yr,Overall,Overall,3741.8,36.3
Entire Network,COVID-NET,2020-22,2022,49,65+ yr,Overall,Overall,3777.5,35.9
Entire Network,COVID-NET,2020-22,2022,50,65+ yr,Overall,Overall,3812.5,35.2
Entire Network,COVID-NET,2020-22,2022,51,65+ yr,Overall,Overall,3847.9,35.6
Entire Network,COVID-NET,2020-22,2022,52,65+ yr,Overall,Overall,3883.8,36
Entire Network,COVID-NET,2020-22,2023,1,65+ yr,Overall,Overall,3907.6,23.9
Entire Network,COVID-NET,2020-22,2023,2,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,3,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,4,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,5,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,6,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,7,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,8,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,9,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,10,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,11,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,12,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,13,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,14,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,15,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,16,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,17,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,18,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,19,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,20,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,21,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,22,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,23,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,24,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,25,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,26,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,27,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,28,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,29,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,30,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,31,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,32,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,33,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,34,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,35,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,36,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,37,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,38,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,39,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,40,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,41,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,42,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,43,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,44,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,45,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,46,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,47,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,48,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,49,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,50,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,51,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,52,65+ yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2022,1,65-74 yr,Overall,Overall,1823.6,70.7
Entire Network,COVID-NET,2020-22,2022,2,65-74 yr,Overall,Overall,1895.4,71.8
Entire Network,COVID-NET,2020-22,2022,3,65-74 yr,Overall,Overall,1952.2,56.8
Entire Network,COVID-NET,2020-22,2022,4,65-74 yr,Overall,Overall,1998.1,45.9
Entire Network,COVID-NET,2020-22,2022,5,65-74 yr,Overall,Overall,2028.8,30.7
Entire Network,COVID-NET,2020-22,2022,6,65-74 yr,Overall,Overall,2051.6,22.8
Entire Network,COVID-NET,2020-22,2022,7,65-74 yr,Overall,Overall,2068.1,16.5
Entire Network,COVID-NET,2020-22,2022,8,65-74 yr,Overall,Overall,2080.1,12
Entire Network,COVID-NET,2020-22,2022,9,65-74 yr,Overall,Overall,2089.1,9
Entire Network,COVID-NET,2020-22,2022,10,65-74 yr,Overall,Overall,2096.1,7
Entire Network,COVID-NET,2020-22,2022,11,65-74 yr,Overall,Overall,2101.4,5.3
Entire Network,COVID-NET,2020-22,2022,12,65-74 yr,Overall,Overall,2106.4,5
Entire Network,COVID-NET,2020-22,2022,13,65-74 yr,Overall,Overall,2110.5,4.1
Entire Network,COVID-NET,2020-22,2022,14,65-74 yr,Overall,Overall,2115.4,4.9
Entire Network,COVID-NET,2020-22,2022,15,65-74 yr,Overall,Overall,2121.4,6
Entire Network,COVID-NET,2020-22,2022,16,65-74 yr,Overall,Overall,2129,7.6
Entire Network,COVID-NET,2020-22,2022,17,65-74 yr,Overall,Overall,2136.8,7.8
Entire Network,COVID-NET,2020-22,2022,18,65-74 yr,Overall,Overall,2148.4,11.6
Entire Network,COVID-NET,2020-22,2022,19,65-74 yr,Overall,Overall,2161.8,13.4
Entire Network,COVID-NET,2020-22,2022,20,65-74 yr,Overall,Overall,2176.1,14.4
Entire Network,COVID-NET,2020-22,2022,21,65-74 yr,Overall,Overall,2190.5,14.4
Entire Network,COVID-NET,2020-22,2022,22,65-74 yr,Overall,Overall,2216.3,15.9
Entire Network,COVID-NET,2020-22,2022,23,65-74 yr,Overall,Overall,2231.4,15.1
Entire Network,COVID-NET,2020-22,2022,24,65-74 yr,Overall,Overall,2245.8,14.4
Entire Network,COVID-NET,2020-22,2022,25,65-74 yr,Overall,Overall,2263.3,17.5
Entire Network,COVID-NET,2020-22,2022,26,65-74 yr,Overall,Overall,2279.9,16.6
Entire Network,COVID-NET,2020-22,2022,27,65-74 yr,Overall,Overall,2298.1,18.2
Entire Network,COVID-NET,2020-22,2022,28,65-74 yr,Overall,Overall,2317,18.9
Entire Network,COVID-NET,2020-22,2022,29,65-74 yr,Overall,Overall,2335.5,18.5
Entire Network,COVID-NET,2020-22,2022,30,65-74 yr,Overall,Overall,2355.1,19.6
Entire Network,COVID-NET,2020-22,2022,31,65-74 yr,Overall,Overall,2373.8,18.7
Entire Network,COVID-NET,2020-22,2022,32,65-74 yr,Overall,Overall,2393.3,19.5
Entire Network,COVID-NET,2020-22,2022,33,65-74 yr,Overall,Overall,2411.5,18.2
Entire Network,COVID-NET,2020-22,2022,34,65-74 yr,Overall,Overall,2428.9,17.4
Entire Network,COVID-NET,2020-22,2022,35,65-74 yr,Overall,Overall,2444.8,15.9
Entire Network,COVID-NET,2020-22,2022,36,65-74 yr,Overall,Overall,2459.3,14.5
Entire Network,COVID-NET,2020-22,2022,37,65-74 yr,Overall,Overall,2473,13.7
Entire Network,COVID-NET,2020-22,2022,38,65-74 yr,Overall,Overall,2486.8,13.7
Entire Network,COVID-NET,2020-22,2022,39,65-74 yr,Overall,Overall,2498.1,11.3
Entire Network,COVID-NET,2020-22,2022,40,65-74 yr,Overall,Overall,2512,13.9
Entire Network,COVID-NET,2020-22,2022,41,65-74 yr,Overall,Overall,2525.1,13.2
Entire Network,COVID-NET,2020-22,2022,42,65-74 yr,Overall,Overall,2538.3,13.2
Entire Network,COVID-NET,2020-22,2022,43,65-74 yr,Overall,Overall,2550.8,12.5
Entire Network,COVID-NET,2020-22,2022,44,65-74 yr,Overall,Overall,2565.3,14.5
Entire Network,COVID-NET,2020-22,2022,45,65-74 yr,Overall,Overall,2580,14.7
Entire Network,COVID-NET,2020-22,2022,46,65-74 yr,Overall,Overall,2595.1,15.2
Entire Network,COVID-NET,2020-22,2022,47,65-74 yr,Overall,Overall,2611.6,16.5
Entire Network,COVID-NET,2020-22,2022,48,65-74 yr,Overall,Overall,2632.2,20.6
Entire Network,COVID-NET,2020-22,2022,49,65-74 yr,Overall,Overall,2651.8,19.6
Entire Network,COVID-NET,2020-22,2022,50,65-74 yr,Overall,Overall,2672.2,20.4
Entire Network,COVID-NET,2020-22,2022,51,65-74 yr,Overall,Overall,2691.5,19.3
Entire Network,COVID-NET,2020-22,2022,52,65-74 yr,Overall,Overall,2710.5,19
Entire Network,COVID-NET,2020-22,2023,1,65-74 yr,Overall,Overall,2723.8,13.3
Entire Network,COVID-NET,2020-22,2023,2,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,3,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,4,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,5,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,6,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,7,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,8,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,9,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,10,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,11,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,12,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,13,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,14,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,15,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,16,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,17,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,18,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,19,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,20,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,21,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,22,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,23,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,24,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,25,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,26,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,27,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,28,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,29,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,30,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,31,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,32,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,33,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,34,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,35,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,36,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,37,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,38,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,39,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,40,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,41,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,42,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,43,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,44,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,45,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,46,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,47,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,48,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,49,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,50,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,51,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2023,52,65-74 yr,Overall,Overall,null,null
Entire Network,COVID-NET,2020-22,2022,1,75-84 yr,Overall,Overall,2943.1,119
Entire Network,COVID-NET,2020-22,2022,2,75-84 yr,Overall,Overall,3058.3,115.2
Entire Network,COVID-NET,2020-22,2022,3,75-84 yr,Overall,Overall,3160.2,101.9
Entire Network,COVID-NET,2020-22,2022,4,75-84 yr,Overall,Overall,3240.6,80.5
Entire Network,COVID-NET,2020-22,2022,5,75-84 yr,Overall,Overall,3298.7,58.1
Entire Network,COVID-NET,2020-22,2022,6,75-84 yr,Overall,Overall,3343.7,44.9
