Año,Semana epidemiológica,virus,Subtipo Virus,Muestras positivas,,
2016,49,Influenza A,A no subtipificado,1,0,
2016,49,Influenza A,A(H1),0,0,
2016,49,Influenza A,A(H1N1)pdm09,0,0,
2016,49,Influenza A,A(H3),2,0,
2016,49,,Adenovirus,1,0,
2016,49,,Bocavirus,0,0,
2016,49,COVID,Coronavirus,0,0,
2016,49,,Metapneumovirus,5,0,
2016,49,,Otros,0,0,
2016,49,,Parainfluenza,1,0,
2016,49,Influenza B,Positivo influenza  B,0,0,
2016,49,,Rinovirus,0,0,
2016,49,VRS,VRS,2,0,
2016,50,Influenza A,A no subtipificable,0,0,
2016,50,Influenza A,A no subtipificado,0,0,
2016,50,Influenza A,A(H1),0,0,
2016,50,Influenza A,A(H1N1)pdm09,0,0,
2016,50,Influenza A,A(H3),3,0,
2016,50,,Adenovirus,0,0,
2016,50,,Bocavirus,0,0,
2016,50,COVID,Coronavirus,2,0,
2016,50,,Metapneumovirus,3,0,
2016,50,,Otros,0,0,
2016,50,,Parainfluenza,0,0,
2016,50,Influenza B,Positivo influenza  B,0,0,
2016,50,,Rinovirus,0,0,
2016,50,VRS,VRS,2,0,
2016,51,Influenza A,A no subtipificable,0,0,
2016,51,Influenza A,A no subtipificado,0,0,
2016,51,Influenza A,A(H1),0,0,
2016,51,Influenza A,A(H1N1)pdm09,0,0,
2016,51,Influenza A,A(H3),0,0,
2016,51,,Adenovirus,1,0,
2016,51,,Bocavirus,0,0,
2016,51,COVID,Coronavirus,0,0,
2016,51,,Metapneumovirus,2,0,
2016,51,,Otros,0,0,
2016,51,,Parainfluenza,2,0,
2016,51,Influenza B,Positivo influenza  B,0,0,
2016,51,,Rinovirus,0,0,
2016,51,VRS,VRS,0,0,
2016,52,Influenza A,A no subtipificable,0,0,
2016,52,Influenza A,A no subtipificado,0,0,
2016,52,Influenza A,A(H1),0,0,
2016,52,Influenza A,A(H1N1)pdm09,0,0,
2016,52,Influenza A,A(H3),0,0,
2016,52,,Adenovirus,1,0,
2016,52,,Bocavirus,0,0,
2016,52,COVID,Coronavirus,0,0,
2016,52,,Metapneumovirus,1,0,
2016,52,,Otros,1,0,
2016,52,,Parainfluenza,1,0,
2016,52,Influenza B,Positivo influenza  B,0,0,
2016,52,,Rinovirus,0,0,
2016,52,VRS,VRS,0,0,
2017,1,Influenza A,A no subtipificable,0,0,
2017,1,Influenza A,A no subtipificado,0,0,
2017,1,Influenza A,A(H1),0,0,
2017,1,Influenza A,A(H1N1)pdm09,0,0,
2017,1,Influenza A,A(H3),1,0,
2017,1,,Adenovirus,2,0,
2017,1,,Bocavirus,0,0,
2017,1,COVID,Coronavirus,0,0,
2017,1,,Metapneumovirus,2,0,
2017,1,,Otros,2,0,
2017,1,,Parainfluenza,2,0,
2017,1,Influenza B,Positivo influenza  B,0,0,
2017,1,,Rinovirus,0,0,
2017,1,VRS,VRS,1,0,
2017,2,Influenza A,A no subtipificable,0,0,
2017,2,Influenza A,A no subtipificado,0,0,
2017,2,Influenza A,A(H1),0,0,
2017,2,Influenza A,A(H1N1)pdm09,0,0,
2017,2,Influenza A,A(H3),1,0,
2017,2,,Adenovirus,4,0,
2017,2,,Bocavirus,0,0,
2017,2,COVID,Coronavirus,0,0,
2017,2,,Metapneumovirus,0,0,
2017,2,,Otros,0,0,
2017,2,,Parainfluenza,0,0,
2017,2,Influenza B,Positivo influenza  B,1,0,
2017,2,,Rinovirus,0,0,
2017,2,VRS,VRS,2,0,
2017,3,Influenza A,A no subtipificable,0,0,
2017,3,Influenza A,A no subtipificado,0,0,
2017,3,Influenza A,A(H1),0,0,
2017,3,Influenza A,A(H1N1)pdm09,0,0,
2017,3,Influenza A,A(H3),0,0,
2017,3,,Adenovirus,2,0,
2017,3,,Bocavirus,0,0,
2017,3,COVID,Coronavirus,0,0,
2017,3,,Metapneumovirus,1,0,
2017,3,,Otros,0,0,
2017,3,,Parainfluenza,1,0,
2017,3,Influenza B,Positivo influenza  B,1,0,
2017,3,,Rinovirus,0,0,
2017,3,VRS,VRS,0,0,
2017,4,Influenza A,A no subtipificable,0,0,
2017,4,Influenza A,A no subtipificado,0,0,
2017,4,Influenza A,A(H1),0,0,
2017,4,Influenza A,A(H1N1)pdm09,0,0,
2017,4,Influenza A,A(H3),1,0,
2017,4,,Adenovirus,2,0,
2017,4,,Bocavirus,0,0,
2017,4,COVID,Coronavirus,0,0,
2017,4,,Metapneumovirus,2,0,
2017,4,,Otros,1,0,
2017,4,,Parainfluenza,1,0,
2017,4,Influenza B,Positivo influenza  B,0,0,
2017,4,,Rinovirus,1,0,
2017,4,VRS,VRS,0,0,
2017,5,Influenza A,A no subtipificable,0,0,
2017,5,Influenza A,A no subtipificado,0,0,
2017,5,Influenza A,A(H1),0,0,
2017,5,Influenza A,A(H1N1)pdm09,0,0,
2017,5,Influenza A,A(H3),0,0,
2017,5,,Adenovirus,2,0,
2017,5,,Bocavirus,0,0,
2017,5,COVID,Coronavirus,0,0,
2017,5,,Metapneumovirus,0,0,
2017,5,,Otros,0,0,
2017,5,,Parainfluenza,1,0,
2017,5,Influenza B,Positivo influenza  B,0,0,
2017,5,,Rinovirus,0,0,
2017,5,VRS,VRS,0,0,
2017,6,Influenza A,A no subtipificable,0,0,
2017,6,Influenza A,A no subtipificado,0,0,
2017,6,Influenza A,A(H1),0,0,
2017,6,Influenza A,A(H1N1)pdm09,0,0,
2017,6,Influenza A,A(H3),0,0,
2017,6,,Adenovirus,0,0,
2017,6,,Bocavirus,0,0,
2017,6,COVID,Coronavirus,0,0,
2017,6,,Metapneumovirus,2,0,
2017,6,,Otros,1,0,
2017,6,,Parainfluenza,1,0,
2017,6,Influenza B,Positivo influenza  B,0,0,
2017,6,,Rinovirus,0,0,
2017,6,VRS,VRS,0,0,
2017,7,Influenza A,A no subtipificable,0,0,
2017,7,Influenza A,A no subtipificado,0,0,
2017,7,Influenza A,A(H1),0,0,
2017,7,Influenza A,A(H1N1)pdm09,0,0,
2017,7,Influenza A,A(H3),5,0,
2017,7,,Adenovirus,1,0,
2017,7,,Bocavirus,0,0,
2017,7,COVID,Coronavirus,0,0,
2017,7,,Metapneumovirus,0,0,
2017,7,,Otros,0,0,
2017,7,,Parainfluenza,1,0,
2017,7,Influenza B,Positivo influenza  B,0,0,
2017,7,,Rinovirus,0,0,
2017,7,VRS,VRS,1,0,
2017,8,Influenza A,A no subtipificable,0,0,
2017,8,Influenza A,A no subtipificado,0,0,
2017,8,Influenza A,A(H1),0,0,
2017,8,Influenza A,A(H1N1)pdm09,0,0,
2017,8,Influenza A,A(H3),2,0,
2017,8,,Adenovirus,0,0,
2017,8,,Bocavirus,0,0,
2017,8,COVID,Coronavirus,0,0,
2017,8,,Metapneumovirus,0,0,
2017,8,,Otros,0,0,
2017,8,,Parainfluenza,1,0,
2017,8,Influenza B,Positivo influenza  B,0,0,
2017,8,,Rinovirus,0,0,
2017,8,VRS,VRS,0,0,
2017,9,Influenza A,A no subtipificable,0,0,
2017,9,Influenza A,A no subtipificado,0,0,
2017,9,Influenza A,A(H1),0,0,
2017,9,Influenza A,A(H1N1)pdm09,0,0,
2017,9,Influenza A,A(H3),3,0,
2017,9,,Adenovirus,0,0,
2017,9,,Bocavirus,0,0,
2017,9,COVID,Coronavirus,0,0,
2017,9,,Metapneumovirus,0,0,
2017,9,,Otros,1,0,
2017,9,,Parainfluenza,2,0,
2017,9,Influenza B,Positivo influenza  B,0,0,
2017,9,,Rinovirus,0,0,
2017,9,VRS,VRS,2,0,
2017,10,Influenza A,A no subtipificable,0,0,
2017,10,Influenza A,A no subtipificado,0,0,
2017,10,Influenza A,A(H1),0,0,
2017,10,Influenza A,A(H1N1)pdm09,0,0,
2017,10,Influenza A,A(H3),3,0,
2017,10,,Adenovirus,0,0,
2017,10,,Bocavirus,0,0,
2017,10,COVID,Coronavirus,0,0,
2017,10,,Metapneumovirus,0,0,
2017,10,,Otros,1,0,
2017,10,,Parainfluenza,4,0,
2017,10,Influenza B,Positivo influenza  B,0,0,
2017,10,,Rinovirus,0,0,
2017,10,VRS,VRS,1,0,
2017,11,Influenza A,A no subtipificable,0,0,
2017,11,Influenza A,A no subtipificado,0,0,
2017,11,Influenza A,A(H1),0,0,
2017,11,Influenza A,A(H1N1)pdm09,0,0,
2017,11,Influenza A,A(H3),4,0,
2017,11,,Adenovirus,1,0,
2017,11,,Bocavirus,0,0,
2017,11,COVID,Coronavirus,0,0,
2017,11,,Metapneumovirus,0,0,
2017,11,,Otros,1,0,
2017,11,,Parainfluenza,1,0,
2017,11,Influenza B,Positivo influenza  B,1,0,
2017,11,,Rinovirus,0,0,
2017,11,VRS,VRS,4,0,
2017,12,Influenza A,A no subtipificable,0,0,
2017,12,Influenza A,A no subtipificado,0,0,
2017,12,Influenza A,A(H1),0,0,
2017,12,Influenza A,A(H1N1)pdm09,0,0,
2017,12,Influenza A,A(H3),9,0,
2017,12,,Adenovirus,0,0,
2017,12,,Bocavirus,0,0,
2017,12,COVID,Coronavirus,1,0,
2017,12,,Metapneumovirus,1,0,
2017,12,,Otros,0,0,
2017,12,,Parainfluenza,1,0,
2017,12,Influenza B,Positivo influenza  B,0,0,
2017,12,,Rinovirus,0,0,
2017,12,VRS,VRS,3,0,
2017,13,Influenza A,A no subtipificable,0,0,
2017,13,Influenza A,A no subtipificado,0,0,
2017,13,Influenza A,A(H1),0,0,
2017,13,Influenza A,A(H1N1)pdm09,0,0,
2017,13,Influenza A,A(H3),3,0,
2017,13,,Adenovirus,0,0,
2017,13,,Bocavirus,0,0,
2017,13,COVID,Coronavirus,0,0,
2017,13,,Metapneumovirus,0,0,
2017,13,,Otros,0,0,
2017,13,,Parainfluenza,1,0,
2017,13,Influenza B,Positivo influenza  B,1,0,
2017,13,,Rinovirus,0,0,
2017,13,VRS,VRS,13,0,
2017,14,Influenza A,A no subtipificable,0,0,
2017,14,Influenza A,A no subtipificado,0,0,
2017,14,Influenza A,A(H1),0,0,
2017,14,Influenza A,A(H1N1)pdm09,0,0,
2017,14,Influenza A,A(H3),3,0,
2017,14,,Adenovirus,1,0,
2017,14,,Bocavirus,0,0,
2017,14,COVID,Coronavirus,0,0,
2017,14,,Metapneumovirus,0,0,
2017,14,,Otros,0,0,
2017,14,,Parainfluenza,1,0,
2017,14,Influenza B,Positivo influenza  B,0,0,
2017,14,,Rinovirus,0,0,
2017,14,VRS,VRS,10,0,
2017,15,Influenza A,A no subtipificable,0,0,
2017,15,Influenza A,A no subtipificado,0,0,
2017,15,Influenza A,A(H1),0,0,
2017,15,Influenza A,A(H1N1)pdm09,0,0,
2017,15,Influenza A,A(H3),6,0,
2017,15,,Adenovirus,0,0,
2017,15,,Bocavirus,0,0,
2017,15,COVID,Coronavirus,0,0,
2017,15,,Metapneumovirus,0,0,
2017,15,,Otros,0,0,
2017,15,,Parainfluenza,5,0,
2017,15,Influenza B,Positivo influenza  B,0,0,
2017,15,,Rinovirus,0,0,
2017,15,VRS,VRS,11,0,
2017,16,Influenza A,A no subtipificable,0,0,
2017,16,Influenza A,A no subtipificado,1,0,
2017,16,Influenza A,A(H1),0,0,
2017,16,Influenza A,A(H1N1)pdm09,0,0,
2017,16,Influenza A,A(H3),6,0,
2017,16,,Adenovirus,3,0,
2017,16,,Bocavirus,0,0,
2017,16,COVID,Coronavirus,0,0,
2017,16,,Metapneumovirus,2,0,
2017,16,,Otros,0,0,
2017,16,,Parainfluenza,3,0,
2017,16,Influenza B,Positivo influenza  B,0,0,
2017,16,,Rinovirus,0,0,
2017,16,VRS,VRS,23,0,
2017,17,Influenza A,A no subtipificable,0,0,
2017,17,Influenza A,A no subtipificado,0,0,
2017,17,Influenza A,A(H1),0,0,
2017,17,Influenza A,A(H1N1)pdm09,0,0,
2017,17,Influenza A,A(H3),3,0,
2017,17,,Adenovirus,0,0,
2017,17,,Bocavirus,0,0,
2017,17,COVID,Coronavirus,0,0,
2017,17,,Metapneumovirus,0,0,
2017,17,,Otros,1,0,
2017,17,,Parainfluenza,2,0,
2017,17,Influenza B,Positivo influenza  B,0,0,
2017,17,,Rinovirus,0,0,
2017,17,VRS,VRS,18,0,
2017,18,Influenza A,A no subtipificable,0,0,
2017,18,Influenza A,A no subtipificado,2,0,
2017,18,Influenza A,A(H1),0,0,
2017,18,Influenza A,A(H1N1)pdm09,0,0,
2017,18,Influenza A,A(H3),4,0,
2017,18,,Adenovirus,2,0,
2017,18,,Bocavirus,0,0,
2017,18,COVID,Coronavirus,0,0,
2017,18,,Metapneumovirus,2,0,
2017,18,,Otros,1,0,
2017,18,,Parainfluenza,4,0,
2017,18,Influenza B,Positivo influenza  B,0,0,
2017,18,,Rinovirus,0,0,
2017,18,VRS,VRS,26,0,
2017,19,Influenza A,A no subtipificable,0,0,
2017,19,Influenza A,A no subtipificado,1,0,
2017,19,Influenza A,A(H1),0,0,
2017,19,Influenza A,A(H1N1)pdm09,0,0,
2017,19,Influenza A,A(H3),8,0,
2017,19,,Adenovirus,1,0,
2017,19,,Bocavirus,0,0,
2017,19,COVID,Coronavirus,0,0,
2017,19,,Metapneumovirus,1,0,
2017,19,,Otros,2,0,
2017,19,,Parainfluenza,5,0,
2017,19,Influenza B,Positivo influenza  B,1,0,
2017,19,,Rinovirus,1,0,
2017,19,VRS,VRS,23,0,
2017,20,Influenza A,A no subtipificable,0,0,
2017,20,Influenza A,A no subtipificado,0,0,
2017,20,Influenza A,A(H1),0,0,
2017,20,Influenza A,A(H1N1)pdm09,0,0,
2017,20,Influenza A,A(H3),17,0,
2017,20,,Adenovirus,2,0,
2017,20,,Bocavirus,0,0,
2017,20,COVID,Coronavirus,0,0,
2017,20,,Metapneumovirus,1,0,
2017,20,,Otros,1,0,
2017,20,,Parainfluenza,14,0,
2017,20,Influenza B,Positivo influenza  B,2,0,
2017,20,,Rinovirus,1,0,
2017,20,VRS,VRS,30,0,
2017,21,Influenza A,A no subtipificable,0,0,
2017,21,Influenza A,A no subtipificado,1,0,
2017,21,Influenza A,A(H1),0,0,
2017,21,Influenza A,A(H1N1)pdm09,0,0,
2017,21,Influenza A,A(H3),23,0,
2017,21,,Adenovirus,1,0,
2017,21,,Bocavirus,0,0,
2017,21,COVID,Coronavirus,0,0,
2017,21,,Metapneumovirus,3,0,
2017,21,,Otros,4,0,
2017,21,,Parainfluenza,7,0,
2017,21,Influenza B,Positivo influenza  B,0,0,
2017,21,,Rinovirus,0,0,
2017,21,VRS,VRS,37,0,
2017,22,Influenza A,A no subtipificable,0,0,
2017,22,Influenza A,A no subtipificado,1,0,
2017,22,Influenza A,A(H1),0,0,
2017,22,Influenza A,A(H1N1)pdm09,0,0,
2017,22,Influenza A,A(H3),44,0,
2017,22,,Adenovirus,0,0,
2017,22,,Bocavirus,0,0,
2017,22,COVID,Coronavirus,0,0,
2017,22,,Metapneumovirus,8,0,
2017,22,,Otros,5,0,
2017,22,,Parainfluenza,21,0,
2017,22,Influenza B,Positivo influenza  B,0,0,
2017,22,,Rinovirus,0,0,
2017,22,VRS,VRS,38,0,
2017,23,Influenza A,A no subtipificable,0,0,
2017,23,Influenza A,A no subtipificado,7,0,
2017,23,Influenza A,A(H1),0,0,
2017,23,Influenza A,A(H1N1)pdm09,0,0,
2017,23,Influenza A,A(H3),51,0,
2017,23,,Adenovirus,2,0,
2017,23,,Bocavirus,0,0,
2017,23,COVID,Coronavirus,0,0,
2017,23,,Metapneumovirus,6,0,
2017,23,,Otros,2,0,
2017,23,,Parainfluenza,18,0,
2017,23,Influenza B,Positivo influenza  B,1,0,
2017,23,,Rinovirus,2,0,
2017,23,VRS,VRS,43,0,
2017,24,Influenza A,A no subtipificable,0,0,
2017,24,Influenza A,A no subtipificado,15,0,
2017,24,Influenza A,A(H1),0,0,
2017,24,Influenza A,A(H1N1)pdm09,0,0,
2017,24,Influenza A,A(H3),38,0,
2017,24,,Adenovirus,1,0,
2017,24,,Bocavirus,0,0,
2017,24,COVID,Coronavirus,0,0,
2017,24,,Metapneumovirus,6,0,
2017,24,,Otros,2,0,
2017,24,,Parainfluenza,14,0,
2017,24,Influenza B,Positivo influenza  B,2,0,
2017,24,,Rinovirus,4,0,
2017,24,VRS,VRS,70,0,
2017,25,Influenza A,A no subtipificable,0,0,
2017,25,Influenza A,A no subtipificado,8,0,
2017,25,Influenza A,A(H1),0,0,
2017,25,Influenza A,A(H1N1)pdm09,0,0,
2017,25,Influenza A,A(H3),35,0,
2017,25,,Adenovirus,6,0,
2017,25,,Bocavirus,0,0,
2017,25,COVID,Coronavirus,0,0,
2017,25,,Metapneumovirus,9,0,
2017,25,,Otros,3,0,
2017,25,,Parainfluenza,4,0,
2017,25,Influenza B,Positivo influenza  B,0,0,
2017,25,,Rinovirus,0,0,
2017,25,VRS,VRS,59,0,
2017,26,Influenza A,A no subtipificable,0,0,
2017,26,Influenza A,A no subtipificado,5,0,
2017,26,Influenza A,A(H1),0,0,
2017,26,Influenza A,A(H1N1)pdm09,0,0,
2017,26,Influenza A,A(H3),34,0,
2017,26,,Adenovirus,1,0,
2017,26,,Bocavirus,0,0,
2017,26,COVID,Coronavirus,0,0,
2017,26,,Metapneumovirus,7,0,
2017,26,,Otros,1,0,
2017,26,,Parainfluenza,5,0,
2017,26,Influenza B,Positivo influenza  B,1,0,
2017,26,,Rinovirus,2,0,
2017,26,VRS,VRS,72,0,
2017,27,Influenza A,A no subtipificable,0,0,
2017,27,Influenza A,A no subtipificado,2,0,
2017,27,Influenza A,A(H1),0,0,
2017,27,Influenza A,A(H1N1)pdm09,0,0,
2017,27,Influenza A,A(H3),29,0,
2017,27,,Adenovirus,1,0,
2017,27,,Bocavirus,0,0,
2017,27,COVID,Coronavirus,0,0,
2017,27,,Metapneumovirus,15,0,
2017,27,,Otros,1,0,
2017,27,,Parainfluenza,5,0,
2017,27,Influenza B,Positivo influenza  B,2,0,
2017,27,,Rinovirus,0,0,
2017,27,VRS,VRS,85,0,
2017,28,Influenza A,A no subtipificable,0,0,
2017,28,Influenza A,A no subtipificado,4,0,
2017,28,Influenza A,A(H1),0,0,
2017,28,Influenza A,A(H1N1)pdm09,0,0,
2017,28,Influenza A,A(H3),27,0,
2017,28,,Adenovirus,2,0,
2017,28,,Bocavirus,0,0,
2017,28,COVID,Coronavirus,1,0,
2017,28,,Metapneumovirus,11,0,
2017,28,,Otros,0,0,
2017,28,,Parainfluenza,4,0,
2017,28,Influenza B,Positivo influenza  B,2,0,
2017,28,,Rinovirus,4,0,
2017,28,VRS,VRS,69,0,
2017,29,Influenza A,A no subtipificable,0,0,
2017,29,Influenza A,A no subtipificado,0,0,
2017,29,Influenza A,A(H1),0,0,
2017,29,Influenza A,A(H1N1)pdm09,0,0,
2017,29,Influenza A,A(H3),20,0,
2017,29,,Adenovirus,1,0,
2017,29,,Bocavirus,1,0,
2017,29,COVID,Coronavirus,0,0,
2017,29,,Metapneumovirus,16,0,
2017,29,,Otros,0,0,
2017,29,,Parainfluenza,7,0,
2017,29,Influenza B,Positivo influenza  B,3,0,
2017,29,,Rinovirus,1,0,
2017,29,VRS,VRS,55,0,
2017,30,Influenza A,A no subtipificable,0,0,
2017,30,Influenza A,A no subtipificado,1,0,
2017,30,Influenza A,A(H1),0,0,
2017,30,Influenza A,A(H1N1)pdm09,0,0,
2017,30,Influenza A,A(H3),5,0,
2017,30,,Adenovirus,2,0,
2017,30,,Bocavirus,0,0,
2017,30,COVID,Coronavirus,0,0,
2017,30,,Metapneumovirus,15,0,
2017,30,,Otros,0,0,
2017,30,,Parainfluenza,3,0,
2017,30,Influenza B,Positivo influenza  B,1,0,
2017,30,,Rinovirus,0,0,
2017,30,VRS,VRS,36,0,
2017,31,Influenza A,A no subtipificable,0,0,
2017,31,Influenza A,A no subtipificado,0,0,
2017,31,Influenza A,A(H1),0,0,
2017,31,Influenza A,A(H1N1)pdm09,0,0,
2017,31,Influenza A,A(H3),4,0,
2017,31,,Adenovirus,1,0,
2017,31,,Bocavirus,0,0,
2017,31,COVID,Coronavirus,2,0,
2017,31,,Metapneumovirus,13,0,
2017,31,,Otros,0,0,
2017,31,,Parainfluenza,4,0,
2017,31,Influenza B,Positivo influenza  B,4,0,
2017,31,,Rinovirus,0,0,
2017,31,VRS,VRS,27,0,
2017,32,Influenza A,A no subtipificable,0,0,
2017,32,Influenza A,A no subtipificado,2,0,
2017,32,Influenza A,A(H1),0,0,
2017,32,Influenza A,A(H1N1)pdm09,0,0,
2017,32,Influenza A,A(H3),2,0,
2017,32,,Adenovirus,3,0,
2017,32,,Bocavirus,0,0,
2017,32,COVID,Coronavirus,0,0,
2017,32,,Metapneumovirus,12,0,
2017,32,,Otros,0,0,
2017,32,,Parainfluenza,2,0,
2017,32,Influenza B,Positivo influenza  B,3,0,
2017,32,,Rinovirus,2,0,
2017,32,VRS,VRS,30,0,
2017,33,Influenza A,A no subtipificable,0,0,
2017,33,Influenza A,A no subtipificado,1,0,
2017,33,Influenza A,A(H1),0,0,
2017,33,Influenza A,A(H1N1)pdm09,0,0,
2017,33,Influenza A,A(H3),7,0,
2017,33,,Adenovirus,2,0,
2017,33,,Bocavirus,0,0,
2017,33,COVID,Coronavirus,0,0,
2017,33,,Metapneumovirus,11,0,
2017,33,,Otros,0,0,
2017,33,,Parainfluenza,2,0,
2017,33,Influenza B,Positivo influenza  B,2,0,
2017,33,,Rinovirus,0,0,
2017,33,VRS,VRS,30,0,
2017,34,Influenza A,A no subtipificable,0,0,
2017,34,Influenza A,A no subtipificado,0,0,
2017,34,Influenza A,A(H1),0,0,
2017,34,Influenza A,A(H1N1)pdm09,0,0,
2017,34,Influenza A,A(H3),4,0,
2017,34,,Adenovirus,1,0,
2017,34,,Bocavirus,0,0,
2017,34,COVID,Coronavirus,0,0,
2017,34,,Metapneumovirus,19,0,
2017,34,,Otros,0,0,
2017,34,,Parainfluenza,3,0,
2017,34,Influenza B,Positivo influenza  B,5,0,
2017,34,,Rinovirus,2,0,
2017,34,VRS,VRS,18,0,
2017,35,Influenza A,A no subtipificable,0,0,
2017,35,Influenza A,A no subtipificado,1,0,
2017,35,Influenza A,A(H1),0,0,
2017,35,Influenza A,A(H1N1)pdm09,0,0,
2017,35,Influenza A,A(H3),0,0,
2017,35,,Adenovirus,2,0,
2017,35,,Bocavirus,0,0,
2017,35,COVID,Coronavirus,0,0,
2017,35,,Metapneumovirus,10,0,
2017,35,,Otros,0,0,
2017,35,,Parainfluenza,1,0,
2017,35,Influenza B,Positivo influenza  B,4,0,
2017,35,,Rinovirus,1,0,
2017,35,VRS,VRS,20,0,
2017,36,Influenza A,A no subtipificable,0,0,
2017,36,Influenza A,A no subtipificado,1,0,
2017,36,Influenza A,A(H1),0,0,
2017,36,Influenza A,A(H1N1)pdm09,0,0,
2017,36,Influenza A,A(H3),1,0,
2017,36,,Adenovirus,0,0,
2017,36,,Bocavirus,0,0,
2017,36,COVID,Coronavirus,0,0,
2017,36,,Metapneumovirus,8,0,
2017,36,,Otros,0,0,
2017,36,,Parainfluenza,3,0,
2017,36,Influenza B,Positivo influenza  B,1,0,
2017,36,,Rinovirus,1,0,
2017,36,VRS,VRS,21,0,
2017,37,Influenza A,A no subtipificable,0,0,
2017,37,Influenza A,A no subtipificado,0,0,
2017,37,Influenza A,A(H1),0,0,
2017,37,Influenza A,A(H1N1)pdm09,0,0,
2017,37,Influenza A,A(H3),1,0,
2017,37,,Adenovirus,1,0,
2017,37,,Bocavirus,0,0,
2017,37,COVID,Coronavirus,0,0,
2017,37,,Metapneumovirus,9,0,
2017,37,,Otros,0,0,
2017,37,,Parainfluenza,2,0,
2017,37,Influenza B,Positivo influenza  B,8,0,
2017,37,,Rinovirus,1,0,
2017,37,VRS,VRS,10,0,
2017,38,Influenza A,A no subtipificable,0,0,
2017,38,Influenza A,A no subtipificado,0,0,
2017,38,Influenza A,A(H1),0,0,
2017,38,Influenza A,A(H1N1)pdm09,0,0,
2017,38,Influenza A,A(H3),0,0,
2017,38,,Adenovirus,2,0,
2017,38,,Bocavirus,0,0,
2017,38,COVID,Coronavirus,0,0,
2017,38,,Metapneumovirus,13,0,
2017,38,,Otros,0,0,
2017,38,,Parainfluenza,3,0,
2017,38,Influenza B,Positivo influenza  B,8,0,
2017,38,,Rinovirus,2,0,
2017,38,VRS,VRS,4,0,
2017,39,Influenza A,A no subtipificable,0,0,
2017,39,Influenza A,A no subtipificado,0,0,
2017,39,Influenza A,A(H1),0,0,
2017,39,Influenza A,A(H1N1)pdm09,0,0,
2017,39,Influenza A,A(H3),0,0,
2017,39,,Adenovirus,3,0,
2017,39,,Bocavirus,0,0,
2017,39,COVID,Coronavirus,0,0,
2017,39,,Metapneumovirus,9,0,
2017,39,,Otros,0,0,
2017,39,,Parainfluenza,1,0,
2017,39,Influenza B,Positivo influenza  B,8,0,
2017,39,,Rinovirus,0,0,
2017,39,VRS,VRS,9,0,
2017,40,Influenza A,A no subtipificable,0,0,
2017,40,Influenza A,A no subtipificado,1,0,
2017,40,Influenza A,A(H1),0,0,
2017,40,Influenza A,A(H1N1)pdm09,0,0,
2017,40,Influenza A,A(H3),0,0,
2017,40,,Adenovirus,0,0,
2017,40,,Bocavirus,0,0,
2017,40,COVID,Coronavirus,0,0,
2017,40,,Metapneumovirus,4,0,
2017,40,,Otros,0,0,
2017,40,,Parainfluenza,6,0,
2017,40,Influenza B,Positivo influenza  B,8,0,
2017,40,,Rinovirus,0,0,
2017,40,VRS,VRS,8,0,
2017,41,Influenza A,A no subtipificable,0,0,
2017,41,Influenza A,A no subtipificado,0,0,
2017,41,Influenza A,A(H1),0,0,
2017,41,Influenza A,A(H1N1)pdm09,0,0,
2017,41,Influenza A,A(H3),2,0,
2017,41,,Adenovirus,0,0,
2017,41,,Bocavirus,0,0,
2017,41,COVID,Coronavirus,0,0,
2017,41,,Metapneumovirus,3,0,
2017,41,,Otros,0,0,
2017,41,,Parainfluenza,6,0,
2017,41,Influenza B,Positivo influenza  B,14,0,
2017,41,,Rinovirus,0,0,
2017,41,VRS,VRS,3,0,
2017,42,Influenza A,A no subtipificable,0,0,
2017,42,Influenza A,A no subtipificado,0,0,
2017,42,Influenza A,A(H1),0,0,
2017,42,Influenza A,A(H1N1)pdm09,0,0,
2017,42,Influenza A,A(H3),1,0,
2017,42,,Adenovirus,2,0,
2017,42,,Bocavirus,0,0,
2017,42,COVID,Coronavirus,0,0,
2017,42,,Metapneumovirus,6,0,
2017,42,,Otros,0,0,
2017,42,,Parainfluenza,1,0,
2017,42,Influenza B,Positivo influenza  B,8,0,
2017,42,,Rinovirus,1,0,
2017,42,VRS,VRS,7,0,
2017,43,Influenza A,A no subtipificable,0,0,
2017,43,Influenza A,A no subtipificado,0,0,
2017,43,Influenza A,A(H1),0,0,
2017,43,Influenza A,A(H1N1)pdm09,0,0,
2017,43,Influenza A,A(H3),3,0,
2017,43,,Adenovirus,1,0,
2017,43,,Bocavirus,0,0,
2017,43,COVID,Coronavirus,0,0,
2017,43,,Metapneumovirus,2,0,
2017,43,,Otros,0,0,
2017,43,,Parainfluenza,7,0,
2017,43,Influenza B,Positivo influenza  B,4,0,
2017,43,,Rinovirus,3,0,
2017,43,VRS,VRS,0,0,
2017,44,Influenza A,A no subtipificable,0,0,
2017,44,Influenza A,A no subtipificado,1,0,
2017,44,Influenza A,A(H1),0,0,
2017,44,Influenza A,A(H1N1)pdm09,0,0,
2017,44,Influenza A,A(H3),2,0,
2017,44,,Adenovirus,1,0,
2017,44,,Bocavirus,0,0,
2017,44,COVID,Coronavirus,0,0,
2017,44,,Metapneumovirus,1,0,
2017,44,,Otros,0,0,
2017,44,,Parainfluenza,3,0,
2017,44,Influenza B,Positivo influenza  B,8,0,
2017,44,,Rinovirus,2,0,
2017,44,VRS,VRS,2,0,
