id,data_source,country,hemisphere,week,year,age_group,hsp_rate,hsp_rate_flu,hsp_rate_rsv,hsp_rate_covid19,cases_rate_flu,cases_rate_rsv,cases_rate_covid19,hsp_abs,hsp_abs_flu,hsp_abs_rsv,hsp_abs_covid,cases_abs_flu,cases_abs_rsv,cases_abs_covid,denominator,subtype_a_abs,subtype_b_abs,subtype_c_abs,subtype_a_rate,subtype_b_rate,subtype_c_rate,start_date
542,fluNet,AUS,SH,26,2016,ALL,NA,0.48,0.17,NA,NA,NA,NA,NA,115,41,NA,NA,NA,NA,24103400,92,24,NA,0.38,0.1,NA,2016-06-26
543,WHO FluNET/FluID+RKI,DE,NH,26,2016,A00-04,NA,NA,NA,NA,0.08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-26
544,WHO FluNET/FluID+RKI,DE,NH,26,2016,A05-09,NA,NA,NA,NA,0.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-26
545,WHO FluNET/FluID+RKI,DE,NH,26,2016,A10-14,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-26
546,WHO FluNET/FluID+RKI,DE,NH,26,2016,A15-19,NA,NA,NA,NA,0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-26
547,WHO FluNET/FluID+RKI,DE,NH,26,2016,A20-24,NA,NA,NA,NA,0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-26
548,WHO FluNET/FluID+RKI,DE,NH,26,2016,A25-29,NA,NA,NA,NA,0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-26
549,WHO FluNET/FluID+RKI,DE,NH,26,2016,A30-34,NA,NA,NA,NA,0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-26
550,WHO FluNET/FluID+RKI,DE,NH,26,2016,A35-39,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-26
551,WHO FluNET/FluID+RKI,DE,NH,26,2016,A40-44,NA,NA,NA,NA,0.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-26
552,WHO FluNET/FluID+RKI,DE,NH,26,2016,A45-49,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-26
553,WHO FluNET/FluID+RKI,DE,NH,26,2016,A50-54,NA,NA,NA,NA,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-26
554,WHO FluNET/FluID+RKI,DE,NH,26,2016,A55-59,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-26
555,WHO FluNET/FluID+RKI,DE,NH,26,2016,A60-64,NA,NA,NA,NA,0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-26
556,WHO FluNET/FluID+RKI,DE,NH,26,2016,A65-69,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-26
557,WHO FluNET/FluID+RKI,DE,NH,26,2016,A70-74,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-26
558,WHO FluNET/FluID+RKI,DE,NH,26,2016,A75-79,NA,NA,NA,NA,0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-26
559,WHO FluNET/FluID+RKI,DE,NH,26,2016,A80+,NA,NA,NA,NA,0.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-26
560,WHO FluNET/FluID+RKI,DE,NH,26,2016,ALL,NA,0,0,NA,0.02,0,NA,NA,0,0,NA,NA,NA,NA,82521653,0,0,NA,NA,NA,NA,2016-06-26
561,EPI MINSAL - FluNet (Flu cases),CL,SH,27,2016,ALL,0.73,0.26,0.47,0,0.88,NA,NA,133,47,86,0,160,NA,NA,18167147,NA,NA,NA,NA,NA,NA,2016-07-03
562,fluNet,AUS,SH,27,2016,ALL,NA,0.55,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,24103400,99,33,NA,0.41,0.14,NA,2016-07-03
563,WHO FluNET/FluID+RKI,DE,NH,27,2016,A00-04,NA,NA,NA,NA,0,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-03
564,WHO FluNET/FluID+RKI,DE,NH,27,2016,A05-09,NA,NA,NA,NA,0.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-03
565,WHO FluNET/FluID+RKI,DE,NH,27,2016,A10-14,NA,NA,NA,NA,0.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-03
566,WHO FluNET/FluID+RKI,DE,NH,27,2016,A15-19,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-03
567,WHO FluNET/FluID+RKI,DE,NH,27,2016,A20-24,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-03
568,WHO FluNET/FluID+RKI,DE,NH,27,2016,A25-29,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-03
569,WHO FluNET/FluID+RKI,DE,NH,27,2016,A30-34,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-03
570,WHO FluNET/FluID+RKI,DE,NH,27,2016,A35-39,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-03
571,WHO FluNET/FluID+RKI,DE,NH,27,2016,A40-44,NA,NA,NA,NA,0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-03
572,WHO FluNET/FluID+RKI,DE,NH,27,2016,A45-49,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-03
573,WHO FluNET/FluID+RKI,DE,NH,27,2016,A50-54,NA,NA,NA,NA,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-03
574,WHO FluNET/FluID+RKI,DE,NH,27,2016,A55-59,NA,NA,NA,NA,0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-03
575,WHO FluNET/FluID+RKI,DE,NH,27,2016,A60-64,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-03
576,WHO FluNET/FluID+RKI,DE,NH,27,2016,A65-69,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-03
577,WHO FluNET/FluID+RKI,DE,NH,27,2016,A70-74,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-03
578,WHO FluNET/FluID+RKI,DE,NH,27,2016,A75-79,NA,NA,NA,NA,0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-03
579,WHO FluNET/FluID+RKI,DE,NH,27,2016,A80+,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-03
580,WHO FluNET/FluID+RKI,DE,NH,27,2016,ALL,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,82521653,0,0,NA,NA,NA,NA,2016-07-03
581,EPI MINSAL - FluNet (Flu cases),CL,SH,28,2016,ALL,0.91,0.45,0.46,0,1.21,NA,NA,165,82,83,0,220,NA,NA,18167147,NA,NA,NA,NA,NA,NA,2016-07-10
582,fluNet,AUS,SH,28,2016,ALL,NA,0.71,0.28,NA,NA,NA,NA,NA,172,67,NA,NA,NA,NA,24103400,121,55,NA,0.5,0.23,NA,2016-07-10
583,WHO FluNET/FluID+RKI,DE,NH,28,2016,A00-04,NA,NA,NA,NA,0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-10
584,WHO FluNET/FluID+RKI,DE,NH,28,2016,A05-09,NA,NA,NA,NA,0.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-10
585,WHO FluNET/FluID+RKI,DE,NH,28,2016,A10-14,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-10
586,WHO FluNET/FluID+RKI,DE,NH,28,2016,A15-19,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-10
587,WHO FluNET/FluID+RKI,DE,NH,28,2016,A20-24,NA,NA,NA,NA,0.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-10
588,WHO FluNET/FluID+RKI,DE,NH,28,2016,A25-29,NA,NA,NA,NA,0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-10
589,WHO FluNET/FluID+RKI,DE,NH,28,2016,A30-34,NA,NA,NA,NA,0.06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-10
590,WHO FluNET/FluID+RKI,DE,NH,28,2016,A35-39,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-10
591,WHO FluNET/FluID+RKI,DE,NH,28,2016,A40-44,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-10
592,WHO FluNET/FluID+RKI,DE,NH,28,2016,A45-49,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-10
593,WHO FluNET/FluID+RKI,DE,NH,28,2016,A50-54,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-10
594,WHO FluNET/FluID+RKI,DE,NH,28,2016,A55-59,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-10
595,WHO FluNET/FluID+RKI,DE,NH,28,2016,A60-64,NA,NA,NA,NA,0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-10
596,WHO FluNET/FluID+RKI,DE,NH,28,2016,A65-69,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-10
597,WHO FluNET/FluID+RKI,DE,NH,28,2016,A70-74,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-10
598,WHO FluNET/FluID+RKI,DE,NH,28,2016,A75-79,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-10
599,WHO FluNET/FluID+RKI,DE,NH,28,2016,A80+,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-10
600,WHO FluNET/FluID+RKI,DE,NH,28,2016,ALL,NA,0,0,NA,0.01,0,NA,NA,0,0,NA,NA,NA,NA,82521653,0,0,NA,NA,NA,NA,2016-07-10
601,EPI MINSAL - FluNet (Flu cases),CL,SH,29,2016,ALL,0.85,0.42,0.42,0,1.41,NA,NA,154,77,77,0,256,NA,NA,18167147,NA,NA,NA,NA,NA,NA,2016-07-17
602,fluNet,AUS,SH,29,2016,ALL,NA,1.14,0.26,NA,NA,NA,NA,NA,274,62,NA,NA,NA,NA,24103400,239,41,NA,0.99,0.17,NA,2016-07-17
603,WHO FluNET/FluID+RKI,DE,NH,29,2016,A00-04,NA,NA,NA,NA,0,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-17
604,WHO FluNET/FluID+RKI,DE,NH,29,2016,A05-09,NA,NA,NA,NA,0.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-17
605,WHO FluNET/FluID+RKI,DE,NH,29,2016,A10-14,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-17
606,WHO FluNET/FluID+RKI,DE,NH,29,2016,A15-19,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-17
607,WHO FluNET/FluID+RKI,DE,NH,29,2016,A20-24,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-17
608,WHO FluNET/FluID+RKI,DE,NH,29,2016,A25-29,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-17
609,WHO FluNET/FluID+RKI,DE,NH,29,2016,A30-34,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-17
610,WHO FluNET/FluID+RKI,DE,NH,29,2016,A35-39,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-17
611,WHO FluNET/FluID+RKI,DE,NH,29,2016,A40-44,NA,NA,NA,NA,0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-17
612,WHO FluNET/FluID+RKI,DE,NH,29,2016,A45-49,NA,NA,NA,NA,0.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-17
613,WHO FluNET/FluID+RKI,DE,NH,29,2016,A50-54,NA,NA,NA,NA,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-17
614,WHO FluNET/FluID+RKI,DE,NH,29,2016,A55-59,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-17
615,WHO FluNET/FluID+RKI,DE,NH,29,2016,A60-64,NA,NA,NA,NA,0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-17
616,WHO FluNET/FluID+RKI,DE,NH,29,2016,A65-69,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-17
617,WHO FluNET/FluID+RKI,DE,NH,29,2016,A70-74,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-17
618,WHO FluNET/FluID+RKI,DE,NH,29,2016,A75-79,NA,NA,NA,NA,0.05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-17
619,WHO FluNET/FluID+RKI,DE,NH,29,2016,A80+,NA,NA,NA,NA,0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-17
620,WHO FluNET/FluID+RKI,DE,NH,29,2016,ALL,NA,0.1211803161529011,0,NA,0.01,0,NA,NA,1,0,NA,NA,NA,NA,82521653,1,0,NA,NA,NA,NA,2016-07-17
621,EPI MINSAL - FluNet (Flu cases),CL,SH,30,2016,ALL,0.58,0.3,0.28,0,1.39,NA,NA,106,55,51,0,252,NA,NA,18167147,NA,NA,NA,NA,NA,NA,2016-07-24
622,fluNet,AUS,SH,30,2016,ALL,NA,1.19,0.22,NA,NA,NA,NA,NA,288,54,NA,NA,NA,NA,24103400,243,54,NA,1.01,0.22,NA,2016-07-24
623,WHO FluNET/FluID+RKI,DE,NH,30,2016,A00-04,NA,NA,NA,NA,0.11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-24
624,WHO FluNET/FluID+RKI,DE,NH,30,2016,A05-09,NA,NA,NA,NA,0.17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-24
625,WHO FluNET/FluID+RKI,DE,NH,30,2016,A10-14,NA,NA,NA,NA,0.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-24
626,WHO FluNET/FluID+RKI,DE,NH,30,2016,A15-19,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-24
627,WHO FluNET/FluID+RKI,DE,NH,30,2016,A20-24,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-24
628,WHO FluNET/FluID+RKI,DE,NH,30,2016,A25-29,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-24
629,WHO FluNET/FluID+RKI,DE,NH,30,2016,A30-34,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-24
630,WHO FluNET/FluID+RKI,DE,NH,30,2016,A35-39,NA,NA,NA,NA,0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-24
631,WHO FluNET/FluID+RKI,DE,NH,30,2016,A40-44,NA,NA,NA,NA,0.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-24
632,WHO FluNET/FluID+RKI,DE,NH,30,2016,A45-49,NA,NA,NA,NA,0.06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-24
633,WHO FluNET/FluID+RKI,DE,NH,30,2016,A50-54,NA,NA,NA,NA,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-24
634,WHO FluNET/FluID+RKI,DE,NH,30,2016,A55-59,NA,NA,NA,NA,0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-24
635,WHO FluNET/FluID+RKI,DE,NH,30,2016,A60-64,NA,NA,NA,NA,0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-24
636,WHO FluNET/FluID+RKI,DE,NH,30,2016,A65-69,NA,NA,NA,NA,0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-24
637,WHO FluNET/FluID+RKI,DE,NH,30,2016,A70-74,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-24
638,WHO FluNET/FluID+RKI,DE,NH,30,2016,A75-79,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-24
639,WHO FluNET/FluID+RKI,DE,NH,30,2016,A80+,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-24
640,WHO FluNET/FluID+RKI,DE,NH,30,2016,ALL,NA,0,0.1211803161529011,NA,0.03,0,NA,NA,0,1,NA,NA,NA,NA,82521653,0,0,NA,NA,NA,NA,2016-07-24
641,EPI MINSAL - FluNet (Flu cases),CL,SH,31,2016,ALL,0.57,0.31,0.25,0,1.51,NA,NA,103,57,46,0,274,NA,NA,18167147,NA,NA,NA,NA,NA,NA,2016-07-31
642,fluNet,AUS,SH,31,2016,ALL,NA,1.46,0.2,NA,NA,NA,NA,NA,351,48,NA,NA,NA,NA,24103400,284,67,NA,1.18,0.28,NA,2016-07-31
643,WHO FluNET/FluID+RKI,DE,NH,31,2016,A00-04,NA,NA,NA,NA,0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-31
644,WHO FluNET/FluID+RKI,DE,NH,31,2016,A05-09,NA,NA,NA,NA,0.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-31
645,WHO FluNET/FluID+RKI,DE,NH,31,2016,A10-14,NA,NA,NA,NA,0,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-31
646,WHO FluNET/FluID+RKI,DE,NH,31,2016,A15-19,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-31
647,WHO FluNET/FluID+RKI,DE,NH,31,2016,A20-24,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-31
648,WHO FluNET/FluID+RKI,DE,NH,31,2016,A25-29,NA,NA,NA,NA,0.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-31
649,WHO FluNET/FluID+RKI,DE,NH,31,2016,A30-34,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-31
650,WHO FluNET/FluID+RKI,DE,NH,31,2016,A35-39,NA,NA,NA,NA,0.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-31
651,WHO FluNET/FluID+RKI,DE,NH,31,2016,A40-44,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-31
652,WHO FluNET/FluID+RKI,DE,NH,31,2016,A45-49,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-31
653,WHO FluNET/FluID+RKI,DE,NH,31,2016,A50-54,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-31
654,WHO FluNET/FluID+RKI,DE,NH,31,2016,A55-59,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-31
655,WHO FluNET/FluID+RKI,DE,NH,31,2016,A60-64,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-31
656,WHO FluNET/FluID+RKI,DE,NH,31,2016,A65-69,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-31
657,WHO FluNET/FluID+RKI,DE,NH,31,2016,A70-74,NA,NA,NA,NA,0.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-31
658,WHO FluNET/FluID+RKI,DE,NH,31,2016,A75-79,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-31
659,WHO FluNET/FluID+RKI,DE,NH,31,2016,A80+,NA,NA,NA,NA,0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-31
660,WHO FluNET/FluID+RKI,DE,NH,31,2016,ALL,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,82521653,0,0,NA,NA,NA,NA,2016-07-31
661,EPI MINSAL - FluNet (Flu cases),CL,SH,32,2016,ALL,0.72,0.48,0.23,0,1.59,NA,NA,130,88,42,0,288,NA,NA,18167147,NA,NA,NA,NA,NA,NA,2016-08-07
662,fluNet,AUS,SH,32,2016,ALL,NA,1.8,0.14,NA,NA,NA,NA,NA,433,34,NA,NA,NA,NA,24103400,342,91,NA,1.42,0.38,NA,2016-08-07
663,WHO FluNET/FluID+RKI,DE,NH,32,2016,A00-04,NA,NA,NA,NA,0.11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-07
664,WHO FluNET/FluID+RKI,DE,NH,32,2016,A05-09,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-07
665,WHO FluNET/FluID+RKI,DE,NH,32,2016,A10-14,NA,NA,NA,NA,0,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-07
666,WHO FluNET/FluID+RKI,DE,NH,32,2016,A15-19,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-07
667,WHO FluNET/FluID+RKI,DE,NH,32,2016,A20-24,NA,NA,NA,NA,0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-07
668,WHO FluNET/FluID+RKI,DE,NH,32,2016,A25-29,NA,NA,NA,NA,0.02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-07
669,WHO FluNET/FluID+RKI,DE,NH,32,2016,A30-34,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-07
670,WHO FluNET/FluID+RKI,DE,NH,32,2016,A35-39,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-07
671,WHO FluNET/FluID+RKI,DE,NH,32,2016,A40-44,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-07
672,WHO FluNET/FluID+RKI,DE,NH,32,2016,A45-49,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-07
673,WHO FluNET/FluID+RKI,DE,NH,32,2016,A50-54,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-07
674,WHO FluNET/FluID+RKI,DE,NH,32,2016,A55-59,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-07
675,WHO FluNET/FluID+RKI,DE,NH,32,2016,A60-64,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-07
